"","Name","Line.1","Line.2","Town","County","Postcode"
"3188","Costa Coffee","112 Southampton Row","","London","Greater London","WC1B 4BL"
"3189","Costa Coffee","Unit 1a,Dalston Cross Shopping Cent","64 Kingsland High Street","London","Greater London","E8 2LX"
"3190","Costa Coffee","301-305 Holloway Road","","London","Greater London","N7 9DS"
"3191","Costa Coffee","4 North Mall","","London","Greater London","N9 0EH"
"3192","Costa Coffee","Unit 1&2","35 Camden Road","London","Greater London","NW1 9LR"
"3193","Costa Coffee","50 High Street North","","London","Greater London","E6 2HJ"
"3194","Costa Coffee","75 Kilburn High Road","","London","Greater London","NW6 6HY"
"3195","Costa Coffee","20 Chalk Farm Road","","London","Greater London","NW1 8AG"
"3196","Costa Coffee","813 High Road","","London","Greater London","N12 8PR"
"3197","Costa Coffee","111 Guilford Street","","London","Greater London","WC1N 1DP"
"3198","Costa Coffee","53 Seven Sisters Road","","London","Greater London","N7 6BH"
"3199","Costa Coffee","12 Harben Parade Finchley Road","","London","Greater London","NW3 6JP"
"3200","Costa Coffee","242 Upper Street","","London","Greater London","N1 1RU"
"3201","Costa Coffee","251-253 Seven Sisters Road","Islington","London","Greater London","N4 2DD"
"3202","Costa Coffee","Ground Floor 841, Capital House","841-843 High Road Leytonstone","Leytonstone","Greater London","E11 1HH"
"3203","Costa Coffee","349 Green Lanes","","London","Greater London","N13 4JG"
"3204","Costa Coffee","3 Millbrook Place","","London","Greater London","NW1 2JA"
"3205","Costa Coffee","261a","High Road","London","Greater London","N15 4RR"
"3206","Costa Coffee","718 Holloway Road","Islington","London","Greater London","N19 3NH"
"3207","Heathcote and Star","344 Grove Green Road","","London","Greater London","E11 4EA"
"3208","The Leyton Star","116 High Road Leyton","","London","Greater London","E15 2BX"
"3209","The Parlour","167 Stoke Newington Church Street","","London","Greater London","N16 0UL"
"3210","The Quality Chop House","92-94 Farringdon Road","Islington","London","Greater London","EC1R 3EA"
"3211","The Quality Chop House (Deli)","88 Farringdon Road","Islington","London","Greater London","EC1R 3EA"
"3212","Star of Bethnal Green","359 Bethnal Green Road","","London","Greater London","E2 6LG"
"3213","LEON","Terminal 2 the Queens Terminal","London Heathrow Airport","Hounslow","Greater London","TW6 1EW"
"3214","LEON","Unit 1-2 to 1-3,Euston Railway Stat","Eversholt Street","London","Greater London","NW1 2RT"
"3215","LEON","East Side, Kings Cross Station","Kings Cross","London","Greater London","N1C 4AX"
"3216","K5 Tandoori Ltd","15 Love Lane","","Pinner","Greater London","HA5 3EE"
"3217","Chelsea Funhouse ","459 Kings Road","","London","Greater London","SW10 0LR"
"3218","Lord of the Wings","Unit 3.13, Buck Street Market","180-188 Camden High Street","London","Greater London","NW1 8QP"
"3219","NAPKLEAN LTD","139 Upper Street","","London","Greater London","N1 1QP"
"3220","Star of Kings","126 York Way","","London","Greater London","N1 0AX"
"3221","Mangal Ocakbasi","10 Arcola Street","","London","Greater London","E8 2DJ"
"3222","Healthy Wealthy Ltd","10 Brecknock Road","","London","Greater London","N7 0DD"
"3223","IG FOODS UK LTD t/a Indian Gourmet","64 Borough High Street","","London","Greater London","SE1 1XF"
"3224","Star by Hackney Downs","35 Queensdown Road","","London","Greater London","E5 8NN"
"3225","Sidecar Coffee Bar","5 Spare Street","","London","Greater London","SE17 3EP"
"3226","Sipson Public House Limited","239 Sipson Road","Sipson","West Drayton","Greater London","UB7 0HW"
"3227","WHEATSTONE LTD TRADING AS SUSHIMANIA","1257 High Road","","London","Greater London","N20 0EW"
"3228","The Fellowship","1 Randlesdown Road","Bellingham","London","Greater London","SE6 3BT"
"3229","My Place","59-63","High Street","Beckenham","Greater London","BR3 1AW"
"3230","Baileys Hotel ","140 Gloucester Road","","London","Greater London","SW7 4QH"
"3231","Millennium Hotel London Knightsbridge","17-25","Sloane Street","London","Greater London","SW1X 9NU"
"3232","Gloucester Hotel","4-18","Harrington Gdns","London","Greater London","SW7 4LH"
"3233","Sri Suwoon Thai Restaurant","44 Hugh Street","","London","Greater London","SW1V 4EP"
"3234","The Athenaeum Hotel","116 Piccadilly","","London","Greater London","W1J 7BJ"
"3235","Flip Out London E6","281 Barking Road","East Ham","London","Greater London","E6 1LB"
"3236","The Little Battersea Bakery & Coffee shop","Basement and Ground Floors","55 Battersea Bridge Road","London","Greater London","SW11 3AX"
"3237","Franzos","434 High Road Leyton","","London","Greater London","E10 6QE"
"3238","BENIHANA (U.K.) LIMITED","Atlantic Court","77 Kings Road","London","Greater London","SW3 4NX"
"3239","BENIHANA (U.K.) LIMITED","Part Basement and Ground Floor","37-43 Sackville Street","London","Greater London","W1S 3EH"
"3240","UNOSTAR LTD TRADING AS THAI EDGE","177 Station Road","","Edgware","Greater London","HA8 7JX"
"3241","Ni Hao","105 Wembley Park Drive","","Wembley","Greater London","HA9 8HG"
"3242","Hache Balham","37 Bedford Hill","","London","Greater London","SW12 9EY"
"3243","Hache Camden","24 Inverness Street","","London","Greater London","NW1 7HJ"
"3244","Hache Clapham","153 Clapham High Street","","London","Greater London","SW4 7SS"
"3245","Hache Kingston","5 Riverside Walk","","Kingston upon Thames","Greater London","KT1 1QN"
"3246","Hache Shoreditch","147 Curtain Road","","London","Greater London","EC2A 3QE"
"3247","Hache Chelsea","329-331","Fulham Road","London","Greater London","SW10 9QL"
"3248","KFC HILLINGDON","8 Whiteleys Parade Uxbridge Road","Hillingdon","Uxbridge","Greater London","UB10 0PD"
"3249","Granny Cafe","6 New Arcade High Street","","Uxbridge","Greater London","UB8 1LG"
"3250","Matcha and Beyond Ltd","191 Kings Road","","London","Greater London","SW3 5ED"
"3251","Ciao Bella","95 South Street","","Romford","Greater London","RM1 1NX"
"3252","SKAL Nordic Dining","149a","Upper Street","London","Greater London","N1 1RA"
"3253","McDonalds","Sawyers Arms","113 Hastings Road","Bromley","Greater London","BR2 8NH"
"3254","McDonalds","1-3","Market Square","Bromley","Greater London","BR1 1NA"
"3255","McDonalds","291-293","High Street","Orpington","Greater London","BR6 0NN"
"3256","La Nonna","Unit 49, Boxpark","2-10 Bethnal Green Road","London","Greater London","E1 6GY"
"3257","The Chef Restaurant","74 Central Road","","Worcester Park","Greater London","KT4 8HX"
"3258","Big Chill Brick Lane","Trumans Brewery","91 Brick Lane","London","Greater London","E1 6QL"
"3259","Big Chill Kings Cross","257-259","Pentonville Road","London","Greater London","N1 9NL"
"3260","Eatwell Catering (Morden) Ltd","366 Grand Drive","","London","Greater London","SW20 9NQ"
"3261","M&k LONDON LTD T/A INDIAN OCEAN","214 Trinity Road","","London","Greater London","SW17 7HP"
"3262","cafe le raj/raj essex ltd","167 St. Marys Lane","","Upminster","Greater London","RM14 3BL"
"3263","Isshoni limited ","185 Bethnal Green Road","","London","Greater London","E2 6AB"
"3264","Corazon","Ground Floor","29 Poland Street","London","Greater London","W1F 8QR"
"3265","Ole & Steen Westfield","Unit Su1203,Westfield London Shoppi","Ariel Way","London","Greater London","W12 7HT"
"3266","Ole & Steen Victoria","1 Sir Simon Milton Square","","London","Greater London","SW1E 5DJ"
"3267","Ole & Steen Bedford Avenue","Unit 4","1 Bedford Avenue","London","Greater London","WC1B 3AU"
"3268","Ole & Steen Oxford Circus","46 Eastcastle Street","","London","Greater London","W1W 8DX"
"3269","Ole & Steen Charing Cross","67 Charing Cross Road","","London","Greater London","WC2H 0NE"
"3270","Ole & Steen Wigmore St","Unit 1","71-73 Wigmore Street","London","Greater London","W1U 1QA"
"3271","Ole & Steen Canary Wharf","Unit Cr34 Level Minus One,Crossrail","1 Crossrail Place","London","Greater London","E14 5AR"
"3272","Ole & Steen Richmond","59 George Street","","Richmond","Greater London","TW9 1HE"
"3273","Ole & Steen St James","56 Haymarket","","London","Greater London","SW1Y 4RP"
"3274","Ole & Steen Eccleston Place","31 Eccleston Place","","London","Greater London","SW1W 9NF"
"3275","Ole & Steen High St Kensington","92 Kensington High Street","","London","Greater London","W8 4SH"
"3276","Lilys Place Ltd","510 High Road","","Woodford Green","Greater London","IG8 0PN"
"3277","The Ship Tavern","12 Gate Street","","London","Greater London","WC2A 3HP"
"3278","Kervan Sofrasi Restaurant","107 Chase Side","","London","Greater London","N14 5HD"
"3279","Kervan Sofrasi Restaurant","80 Church Street","","London","Greater London","N9 9PB"
"3280","Kervan Sofrasi Restaurant ","171 Hertford Road","","London","Greater London","N9 7EP"
"3281","EDu","Unit 59, Boxpark Retail Mall 2-10","Bethnal Green Road","London","Greater London","E1 6GY"
"3282","Blue Boar Bar","45 Tothill Street","","London","Greater London","SW1H 9LQ"
"3283","Blue Boar Restaurant","45 Tothill Street","","London","Greater London","SW1H 9LQ"
"3284","Emmelines Lounge","22-28","Broadway","London","Greater London","SW1H 0BH"
"3285","Royal Chef","223 High Street North","","London","Greater London","E6 1JG"
"3286","The Blues Kitchen Camden","111-113","Camden High Street","London","Greater London","NW1 7JN"
"3287","Bounce Farringdon","121 Holborn","","London","Greater London","EC1N 2TD"
"3288","MINAZ LTD","117 Snakes Lane","","Woodford Green","Greater London","IG8 0DY"
"3289","ali baba's","440 Lady Margaret Road","","Southall","Greater London","UB1 2NN"
"3290","Sunshine Kebabs UK Ltd T/A Kervan Sofrasi Restaurant","179-183 High Road","Wood Green","London","Greater London","N22 6BA"
"3291","Chaiiwala Kingsbury","549 Kingsbury Road","","London","Greater London","NW9 9EL"
"3292","Amjadia Restaurant ","Basement and Ground Floor","15 Picton Place","London","Greater London","W1U 1BW"
"3293","TAKAA TAK LTD","274 Bath Road","","Hounslow","Greater London","TW4 7DF"
"3294","MNJV3 Corporation Limited - Maitre Choux","60 Dean Street","","London","Greater London","W1D 6AW"
"3295","MNJV3 Corporation Limited - Maitre Choux","15 Harrington Road","","London","Greater London","SW7 3ES"
"3296","MNJV3 Corporation Limited - Maitre Choux","59 King's Road","","London","Greater London","SW3 4ND"
"3297","MKA Foods LTD T/A New Curry Centre","96 Bellegrove Road","","Welling","Greater London","DA16 3QD"
"3298","500 Restaurant","Commercial Unit","782 Holloway Road","London","Greater London","N19 3JH"
"3299","THE ENGLISH ROSE CAFE LTD","Basement Rear and Ground Floor","4 Lower Grosvenor Place","London","Greater London","SW1W 0EJ"
"3300","The Blues Kitchen Brixton","40 Acre Lane","","London","Greater London","SW2 5SP"
"3301","Dosa & Sambal Express","107a","Plumstead High Street","London","Greater London","SE18 1SE"
"3302","Noble Rot Wine Bar & Restaurant","51 Lambs Conduit Street","","London","Greater London","WC1N 3NB"
"3303","Swift Shoreditch","Basement and Ground","91-93 Great Eastern Street","London","Greater London","EC2A 3HZ"
"3304","Nightjar","Basement","129-131 City Road","London","Greater London","EC1V 1JB"
"3305","The Blues Kitchen Shoreditch","134-146","Curtain Road","London","Greater London","EC2A 3AR"
"3306","RAIFE'S LTD","5 Red Lodge Road","","West Wickham","Greater London","BR4 0EL"
"3307","The Talbot","109 Mortimer Road","","London","Greater London","N1 4JY"
"3308","RAFFLES  CAFE  DINER","13 Craven Road","","London","Greater London","W2 3BP"
"3309","Della Continental","The Mercury Mall Mercury Gardens","","Romford","Greater London","RM1 3EE"
"3310","The District","119 Golders Green Road","","London","Greater London","NW11 8HR"
"3311","Mineiro Cafe and Restaurante","49 Chamberlayne Road","","London","Greater London","NW10 3ND"
"3312","BK JAPANESE RESTAURANT LTD","90 Brick Lane","","London","Greater London","E1 6RL"
"3313","KUSSAN 2 SISTERS LTD","9 Station Parade Heathway","","Dagenham","Greater London","RM9 5AW"
"3314","Tuttons Brasserie Ltd","11-12 Russell Street","","London","Greater London","WC2B 5HZ"
"3315","Creams Cafe Ilford","114 High Road","","Ilford","Greater London","IG1 1BY"
"3316","1947 London","33 Charlotte Street","","London","Greater London","W1T 1RR"
"3317","The Grill East Ham","392 High Street North","","London","Greater London","E12 6RH"
"3318","tapas bar limited T/A El Metro","10-12","Effie Road","London","Greater London","SW6 1TB"
"3319","G. Sofroniou Limited","115 Green Lanes","","London","Greater London","N13 4SP"
"3320","Tightend Limited","169 Clapham High Street","","London","Greater London","SW4 7SS"
"3321","The Emperor","71 Stonecot Hill","","Sutton","Greater London","SM3 9HJ"
"3322","Cock & Lion Pub","62 Wigmore Street","","London","Greater London","W1U 2SA"
"3323","NEPALESE FOOD ZONE LIMITED","78 Bedfont Lane","","Feltham","Greater London","TW14 9BP"
"3324","Smokemeats Ltd","169 Clapham High Street","","London","Greater London","SW4 7SS"
"3325","CRISTINA'S STEAK LTD","8-10","North Street","Barking","Greater London","IG11 8AW"
"3326","Subway ","181 Clarence Street","","Kingston upon Thames","Greater London","KT1 1QT"
"3327","Smokepit Ltd","Gable House","239 Regents Park Road","London","Greater London","N3 3LF"
"3328","Bocca Social Limited","72-74","High Street","Beckenham","Greater London","BR3 1ED"
"3329","JGBRIP Ltd","169 Clapham High Street","","London","Greater London","SW4 7SS"
"3330","Stillsmokin Ltd","169 Clapham High Street","","London","Greater London","SW4 7SS"
"3331","Bodeans Ltd","Gable House","239 Regents Park Road","London","Greater London","N3 3LF"
"3332","LINGAA ENTERPRISES LTD t/a Morley's Chicken","60 Great Dover Street","","London","Greater London","SE1 4YF"
"3333","Subway","15 East Avenue","","Hayes","Greater London","UB3 2HW"
"3334","Peri Bros","14 Station Road","","London","Greater London","E12 5BT"
"3335","CAFE DELUXE WELLING LTD","302 Bellegrove Road","","Welling","Greater London","DA16 3RW"
"3336","Cafe Chateau","7-9","North Street","Romford","Greater London","RM1 1BH"
"3337","Golden Dragon","28-29","Gerrard Street","London","Greater London","W1D 6JW"
"3338","Shilpa Indian Restaurant ","206 King Street","","London","Greater London","W6 0RA"
"3339","Cafe N5","88 Highbury Park","","London","Greater London","N5 2XE"
"3340","Takka tak hayes","Highpoint Village","Station Approach","Hayes","Greater London","UB3 4FL"
"3341","The Bow Bells Pub","116 Bow Road","","London","Greater London","E3 3AA"
"3342","Sikulo Restaurant","115 Northfield Avenue","","London","Greater London","W13 9QR"
"3343","28 Well Hung Ltd","60 Nunhead Lane","","London","Greater London","SE15 3QE"
"3344","elbazaar","11 Ballards Lane","","London","Greater London","N3 1UX"
"3345","Shishlique","326 Walworth Road","","London","Greater London","SE17 2NA"
"3346","iima sushi","6 Mulgrave Road","","Sutton","Greater London","SM2 6LE"
"3347","Shishlique","55 Chamberlayne Road","","London","Greater London","NW10 3ND"
"3348","SUBWAY (Norbury)","1491 London Road","","London","Greater London","SW16 4AE"
"3349","Euro Cafe 2","110 Heath Road","","Twickenham","Greater London","TW1 4BW"
"3350","COFFEE TIME","98 Church Street","","Croydon","Greater London","CR0 1RD"
"3351","Toddy Pubs Limited t/a The Viaduct Pub","221 Uxbridge Road","","London","Greater London","W7 3TD"
"3352","Mahi Restaurant","14-16","Station Approach","Northwood","Greater London","HA6 2XN"
"3353","Estaso London LTD ","101 Ballards Lane","","London","Greater London","N3 1XY"
"3354","Blades Restaurant","94 Lower Richmond Road","","London","Greater London","SW15 1LL"
"3355","Friends of Ours","61 Pitfield Street","","London","Greater London","N1 6BU"
"3356","CAFFE LA LAVELLA ","63 London Road","","Morden","Greater London","SM4 5HT"
"3357","The Arena Club","17 LOWER GROUND FLOOR","CENTRAL CIRCUS","LONDON","Greater London","NW4 3AS"
"3358","Ali's fast food ltd","197 Lady Margaret Road","","Southall","Greater London","UB1 2PT"
"3359","Salaam Namaste","68 Millman Street","","London","Greater London","WC1N 3EF"
"3360","KFC RAYNERS LANE","447 Alexandra Avenue","","Harrow","Greater London","HA2 9SE"
"3361","KFC NORTHOLT","14-16","Mandeville Road","Northolt","Greater London","UB5 5BJ"
"3362","KFC SOUTH HARROW","268 Northolt Road","","Harrow","Greater London","HA2 8DY"
"3363","KFC NORTHWOOD HILL","25 The Broadway Joel Street","","Northwood","Greater London","HA6 1NU"
